2225+57  42870.397    3.9  LKS
2225+57  42875.413    3.9  LKS
2225+57  42887.313    4.2  LKS
2225+57  42888.397    4.0  LKS
2225+57  42889.354    4.1  LKS
2225+57  42891.354    3.7  LKS
2225+57  42895.313    3.8  LKS
2225+57  42898.413    4.1  LKS
2225+57  42907.396    3.9  LKS
2225+57  42916.417    3.9  LKS
2225+57  42917.354    3.8  LKS
2225+57  42936.44     3.9  LKS
2225+57  42937.48     3.8  LKS
2225+57  42951.5      4.0  LKS
2225+57  42956.48     3.8  LKS
2225+57  42957.47     4.2  LKS
2225+57  42959.5      4.0  LKS
2225+57  42960.48     3.7  LKS
2225+57  42961.417    3.9  LKS
2225+57  42965.354    3.9  LKS
2225+57  42980.417    3.9  LKS
2225+57  42988.333    4.0  LKS
2225+57  42989.354    4.1  LKS
2225+57  43001.333    4.2  LKS
2225+57  43004.356    3.8  LKS
2225+57  43005.356    3.9  LKS
2225+57  43007.417    4.1  LKS
2225+57  43008.333    3.8  LKS
2225+57  43010.356    3.9  LKS
2225+57  43013.417    3.8  LKS
2225+57  43014.396    3.7  LKS
2225+57  43019.333    3.8  LKS
2225+57  43027.333    4.0  LKS
2225+57  43039.333    3.8  LKS
2225+57  43048.354    4.0  LKS
2225+57  43060.301    4.0  LKS
2225+57  43072.313    4.2  LKS
2225+57  43091.3      4.0  LKS
2225+57  43141.333    4.1  LKS
2225+57  43142.417    3.9  LKS
2225+57  43169.4      3.9  LKS
2225+57  43194.354    4.1  LKS
2225+57  43204.333    4.1  LKS
2225+57  43211.354    4.2  LKS
2225+57  43222.354    3.9  LKS
2225+57  43232.417    3.9  LKS
2225+57  43253.417    4.2  LKS
2225+57  43254.433    4.0  LKS
2225+57  43281.417    3.7  LKS
2225+57  43287.454    3.8  LKS
2225+57  43290.453    4.2  LKS
2225+57  43294.441    3.9  LKS
2225+57  43310.4      3.7  LKS
2225+57  43405.354    3.9  LKS
2225+57  43413.354    4.1  LKS
2225+57  43639.45     4.0  LKS
2225+57  43658.54     3.9  LKS
2225+57  43739.313    3.7  LKS
2225+57  43740.354    3.9  LKS
2225+57  43742.354    4.1  LKS
2225+57  43755.354    3.9  LKS
2225+57  43767.417    3.8  LKS
2225+57  43777.417    4.2  LKS
2225+57  43788.313    3.9  LKS
2225+57  43795.353    4.2  LKS
2225+57  43805.313    4.1  LKS
2225+57  43808.296    3.8  LKS
